city,city_ascii,lat,lng,admin_name,population
Rājāpur,Rajapur,16.6568,73.517,Mahārāshtra,10499.0
Paina,Paina,26.2513,83.7812,Uttar Pradesh,10499.0
Bhopālia,Bhopalia,22.2791,73.7104,Madhya Pradesh,10494.0
Naini,Naini,25.832,84.7179,Bihār,10494.0
Adalpur,Adalpur,26.191,86.0239,Bihār,10494.0
Devanakonda,Devanakonda,15.5333,77.55,Andhra Pradesh,10493.0
Krishnamsettipalle,Krishnamsettipalle,15.3695,78.884,Andhra Pradesh,10492.0
Gudlavalleru,Gudlavalleru,16.35,81.05,Andhra Pradesh,10491.0
Duraiswāmipuram,Duraiswamipuram,9.0661,77.4517,Tamil Nādu,10488.0
Begampur,Begampur,22.7368,88.2518,West Bengal,10487.0
Rājpur Kalān,Rajpur Kalan,25.6792,84.1259,Bihār,10486.0
Ambhua,Ambhua,24.5568,87.8651,West Bengal,10477.0
Tiruvalam,Tiruvalam,12.9825,79.2661,Tamil Nādu,10475.0
Balua Rāmpur,Balua Rampur,26.7777,84.428,Bihār,10470.0
Belāo,Belao,25.1476,85.7377,Bihār,10464.0
Dighāwāni,Dighawani,22.2061,78.8135,Madhya Pradesh,10464.0
Wepangandla,Wepangandla,16.1157,78.1301,Andhra Pradesh,10463.0
Vaddepalli,Vaddepalli,15.9359,77.8417,Andhra Pradesh,10463.0
Dhanwār,Dhanwar,24.4107,85.9818,Jhārkhand,10462.0
Vikrutamāla,Vikrutamala,13.6206,79.5642,Andhra Pradesh,10457.0
Burhia Dhanghatta,Burhia Dhanghatta,25.9004,87.2852,Bihār,10457.0
Kopparam,Kopparam,16.0841,79.9874,Andhra Pradesh,10453.0
Lakhnā,Lakhna,26.65,79.15,Uttar Pradesh,10452.0
Valpoy,Valpoy,15.5324,74.1367,Goa,10450.0
Bakwa,Bakwa,26.0601,86.4124,Bihār,10446.0
Saidapet,Saidapet,13.1434,80.1912,Tamil Nādu,10444.0
Koth,Koth,22.636,72.3,Gujarāt,10439.0
Laukāha,Laukaha,26.0336,86.6471,Bihār,10439.0
Kāmthi,Kamthi,21.2161,79.1973,Mahārāshtra,10437.0
Dumri,Dumri,25.5263,86.7346,Bihār,10437.0
Sisai,Sisai,23.1794,84.7582,Jhārkhand,10437.0
Kaluvāya,Kaluvaya,14.5,79.4167,Andhra Pradesh,10437.0
Bālia,Balia,24.2433,75.8061,Madhya Pradesh,10437.0
Fatehpur,Fatehpur,24.6297,85.2249,Bihār,10431.0
Vengānellūr,Venganellur,10.7,76.3333,Kerala,10431.0
Fatehpur,Fatehpur,25.3032,87.8623,West Bengal,10423.0
Kamalāpuram,Kamalapuram,18.16,79.5406,Andhra Pradesh,10423.0
Valatt,Valatt,11.7833,75.9,Kerala,10419.0
Nagtala,Nagtala,22.4667,88.3833,West Bengal,10419.0
Chandera,Chandera,25.0829,78.9784,Madhya Pradesh,10414.0
Māchalpur,Machalpur,24.1277,76.3167,Madhya Pradesh,10408.0
Telsang,Telsang,16.72,75.06,Karnātaka,10407.0
Barhi,Barhi,26.4629,86.2771,Bihār,10405.0
Kotharpettai,Kotharpettai,12.678,78.6243,Tamil Nādu,10404.0
Kodūru,Koduru,13.8692,77.7298,Andhra Pradesh,10402.0
Banta,Banta,24.2323,87.8749,West Bengal,10400.0
Sāīnkhera,Sainkhera,22.9589,78.5782,Madhya Pradesh,10397.0
Mādhopur,Madhopur,25.3453,85.3925,Bihār,10395.0
Velappādi,Velappadi,12.6499,79.3151,Tamil Nādu,10395.0
Eriyodu,Eriyodu,10.5172,78.0627,Tamil Nādu,10395.0
Narkatpalli,Narkatpalli,17.203,79.195,Andhra Pradesh,10394.0
Jhāua,Jhaua,25.7487,84.924,Bihār,10393.0
Tripurāntakam,Tripurantakam,16.0007,79.4563,Andhra Pradesh,10392.0
Jigani,Jigani,12.7861,77.6385,Karnātaka,10389.0
Mātsavaram,Matsavaram,16.6,79.7333,Andhra Pradesh,10388.0
Gokinepalle,Gokinepalle,16.9228,79.7827,Andhra Pradesh,10386.0
Telkapalli,Telkapalli,16.45,78.4667,Andhra Pradesh,10384.0
Gayāspur,Gayaspur,25.9217,84.4399,Bihār,10383.0
Jālihalli,Jalihalli,16.365,76.7811,Karnātaka,10381.0
Pāraippatti,Paraippatti,10.3144,77.8601,Tamil Nādu,10379.0
Sangrāmpur,Sangrampur,25.0711,86.1871,Bihār,10379.0
Desuri,Desuri,25.2833,73.5667,Rājasthān,10377.0
Nalgora,Nalgora,22.0346,88.4743,West Bengal,10373.0
Mādhopur Hazāri,Madhopur Hazari,26.2623,84.8995,Bihār,10372.0
Raghunāthpur,Raghunathpur,26.3448,84.9211,Bihār,10372.0
Phek,Phek,25.571,94.301,Manipur,10371.0
Mānkur,Mankur,23.4353,87.5527,West Bengal,10370.0
Gharyāla,Gharyala,31.2294,74.7352,Punjab,10369.0
Puduppatti,Puduppatti,9.6171,77.6375,Tamil Nādu,10368.0
Kottapuram,Kottapuram,10.2958,76.2431,Kerala,10366.0
Kalgi,Kalgi,17.35,77.15,Karnātaka,10365.0
Bommārbettu,Bommarbettu,13.339,74.8784,Karnātaka,10365.0
Momanpet,Momanpet,17.5175,77.8981,Andhra Pradesh,10364.0
Ambalanūr,Ambalanur,16.59,75.96,Karnātaka,10363.0
Peravali,Peravali,15.2861,77.4997,Andhra Pradesh,10363.0
Fakirtaki,Fakirtaki,22.3815,88.7901,West Bengal,10361.0
Bassian,Bassian,30.6559,75.5389,Punjab,10360.0
Phulmālik,Phulmalik,25.4132,86.4255,Bihār,10356.0
Khawaspur,Khawaspur,26.2331,84.6388,Bihār,10355.0
Siktiāhi,Siktiahi,26.4812,86.4023,Bihār,10352.0
Hisar,Hisar,26.5495,85.9406,Bihār,10352.0
Hirehadagalli,Hirehadagalli,14.9267,75.8322,Karnātaka,10350.0
Rounia,Rounia,25.5179,87.3999,Bihār,10350.0
Mallan,Mallan,30.4015,74.7365,Punjab,10348.0
Vellatūru,Vellaturu,16.1209,79.6508,Andhra Pradesh,10347.0
Māruteru,Maruteru,16.6237,81.7394,Andhra Pradesh,10346.0
Srikrishnapur,Srikrishnapur,22.9717,88.0351,West Bengal,10345.0
Mānikpur,Manikpur,25.3129,87.4388,Bihār,10343.0
Mokarrampur,Mokarrampur,26.2176,86.0433,Bihār,10342.0
Konkavāripalle,Konkavaripalle,13.7125,78.4861,Andhra Pradesh,10342.0
Cheruvannūr,Cheruvannur,11.8284,75.7295,Kerala,10341.0
Salempur,Salempur,29.875,77.858,Uttarākhand,10340.0
Ganga Sāgar,Ganga Sagar,21.6528,88.0753,West Bengal,10340.0
Sonwān,Sonwan,25.6258,86.2161,Bihār,10338.0
Tirkha,Tirkha,26.129,81.0343,Uttar Pradesh,10337.0
Oppatavādi,Oppatavadi,12.569,78.3992,Tamil Nādu,10330.0
Ratnagiri,Ratnagiri,13.8111,77.1301,Andhra Pradesh,10326.0
Babhniyāwān,Babhniyawan,25.4943,84.4815,Bihār,10325.0
Arimalam,Arimalam,10.255,78.884,Tamil Nādu,10321.0
Harsola,Harsola,22.5694,75.8165,Madhya Pradesh,10319.0
Dombāchcheri,Dombachcheri,9.9604,77.3909,Tamil Nādu,10319.0
Hariāna,Hariana,31.6351,75.8389,Punjab,10319.0
Kāmepalle,Kamepalle,16.5191,79.835,Andhra Pradesh,10319.0
Yādavolu,Yadavolu,17.0619,81.4729,Andhra Pradesh,10317.0
Āzamnagar,Azamnagar,25.5456,87.8294,Bihār,10317.0
Rāmchandrapur,Ramchandrapur,22.891,88.473,West Bengal,10312.0
Solim,Solim,15.6145,73.7704,Goa,10311.0
Auhar Sheikh,Auhar Sheikh,26.7216,84.5993,Bihār,10310.0
Khiram,Khiram,33.732,75.16,Jammu and Kashmīr,10307.0
Lakkireddipalle,Lakkireddipalle,14.1667,78.7,Andhra Pradesh,10303.0
Kalamūla,Kalamula,11.1417,76.3417,Kerala,10299.0
Nāna,Nana,24.916,73.133,Rājasthān,10298.0
Shahar Telpa,Shahar Telpa,25.133,84.6533,Bihār,10298.0
Ratauli,Ratauli,26.1861,86.7104,Bihār,10294.0
Balaungi,Balaungi,30.7306,76.6937,Punjab,10293.0
Zāwal,Zawal,24.9833,72.7333,Rājasthān,10293.0
Srīsailain,Srisailain,16.0833,78.8667,Andhra Pradesh,10288.0
Simarwāra Durgāpur,Simarwara Durgapur,25.852,85.4944,Bihār,10288.0
Jankampet,Jankampet,18.7067,78.0233,Andhra Pradesh,10284.0
Kandrāwān,Kandrawan,25.8882,81.2618,Uttar Pradesh,10283.0
Mallapuram,Mallapuram,9.828,77.673,Tamil Nādu,10276.0
Dora,Dora,22.1858,88.5142,West Bengal,10275.0
Mehdauli,Mehdauli,25.6561,86.0257,Bihār,10274.0
Meghaul,Meghaul,25.6561,86.0257,Bihār,10274.0
Peddāpuram,Peddapuram,18.0289,79.7269,Andhra Pradesh,10274.0
Bela,Bela,26.4989,86.3242,Bihār,10273.0
Tekkēkara,Tekkekara,9.7,76.7833,Kerala,10272.0
Kīlminnal,Kilminnal,12.9447,79.2514,Tamil Nādu,10272.0
Gaunivāripalle,Gaunivaripalle,13.9756,77.8768,Andhra Pradesh,10272.0
Ullūr,Ullur,10.9706,79.4063,Tamil Nādu,10270.0
Bhikkiwind Uttār,Bhikkiwind Uttar,31.3453,74.6914,Punjab,10269.0
Mel Seval,Mel Seval,8.6722,77.6147,Tamil Nādu,10269.0
Somireddipalle,Somireddipalle,14.8365,78.9062,Andhra Pradesh,10268.0
Māli,Mali,25.1269,84.7084,Bihār,10268.0
Indalvai,Indalvai,18.5403,78.2248,Andhra Pradesh,10263.0
Tettuppatti,Tettuppatti,10.3979,77.8225,Tamil Nādu,10260.0
Jaipur,Jaipur,23.4313,86.1493,West Bengal,10259.0
Gohuma Bairia,Gohuma Bairia,26.3938,86.3976,Bihār,10257.0
Shahmīrpet,Shahmirpet,17.5947,78.5749,Andhra Pradesh,10255.0
Tārar,Tarar,25.1821,87.1671,Bihār,10255.0
Barai,Barai,26.3717,86.0134,Bihār,10255.0
Nayānagar,Nayanagar,25.7465,86.1027,Bihār,10247.0
Badru Khān,Badru Khan,30.2523,75.7917,Punjab,10245.0
Vairampatti,Vairampatti,10.5515,78.3022,Tamil Nādu,10244.0
Maheshrām,Maheshram,25.2874,87.4124,Bihār,10241.0
Khair Khān,Khair Khan,26.2727,87.3037,Bihār,10240.0
Vellur,Vellur,12.1667,75.35,Kerala,10239.0
Kīramangalam,Kiramangalam,10.2859,79.0996,Tamil Nādu,10237.0
Appārāopeta,Apparaopeta,16.8987,81.5684,Andhra Pradesh,10237.0
Borgampād,Borgampad,17.65,80.8667,Andhra Pradesh,10235.0
Pūvalūr,Puvalur,10.9003,78.8308,Tamil Nādu,10234.0
Pārtibanūr,Partibanur,9.5855,78.4545,Tamil Nādu,10232.0
Raibhīr,Raibhir,25.9978,86.8781,Bihār,10230.0
Jītpur,Jitpur,26.8149,84.9578,Bihār,10228.0
Muttam,Muttam,9.8378,76.7126,Kerala,10228.0
Potunūru,Potunuru,16.7442,81.2206,Andhra Pradesh,10224.0
Luathaha,Luathaha,26.6316,84.9079,Bihār,10223.0
Āhiro,Ahiro,24.9192,87.1054,Bihār,10223.0
Koila Dewa,Koila Dewa,26.4079,84.1962,Bihār,10222.0
Belma,Belma,12.9772,74.9969,Karnātaka,10220.0
Vadakku Ariyanāyakipuram,Vadakku Ariyanayakipuram,8.7208,77.545,Tamil Nādu,10218.0
Multi,Multi,22.2847,88.4053,West Bengal,10215.0
Nāgasamudram,Nagasamudram,15.0556,77.5004,Andhra Pradesh,10214.0
Kandulāpuram,Kandulapuram,15.5976,79.1365,Andhra Pradesh,10212.0
Miāni,Miani,31.7092,75.5661,Punjab,10203.0
Rāmannapeta,Ramannapeta,17.2833,79.0859,Andhra Pradesh,10202.0
Garhi,Garhi,24.7904,86.0768,Bihār,10197.0
Kottapālem,Kottapalem,16.7,80.47,Andhra Pradesh,10194.0
Barāgaon,Baragaon,24.5682,79.0185,Madhya Pradesh,10194.0
Narasingam,Narasingam,9.9658,78.1833,Tamil Nādu,10189.0
Barāhi,Barahi,25.9725,86.7452,Bihār,10189.0
Venkatāpuram,Venkatapuram,18.2232,79.9516,Andhra Pradesh,10186.0
Amgachia,Amgachia,22.4156,88.3051,West Bengal,10179.0
Angwāli,Angwali,23.7317,85.9858,Jhārkhand,10178.0
Aliganj,Aliganj,24.9365,85.925,Bihār,10178.0
Kothi,Kothi,24.7526,80.7775,Madhya Pradesh,10177.0
Darwa,Darwa,25.669,85.6461,Bihār,10177.0
Shirbadgi,Shirbadgi,15.9418,75.7768,Karnātaka,10176.0
Halgūr,Halgur,12.4249,77.227,Karnātaka,10176.0
Chikni,Chikni,26.0664,87.4406,Bihār,10173.0
Surla,Surla,15.5333,73.8333,Goa,10171.0
Jhakhra,Jhakhra,25.7528,85.7474,Bihār,10170.0
Pānchi,Panchi,25.1123,85.6321,Bihār,10170.0
Jandiāla,Jandiala,31.2157,75.6218,Punjab,10170.0
Ajjipuram,Ajjipuram,12.0457,77.3532,Karnātaka,10169.0
Pipra Naurangiā,Pipra Naurangia,26.8591,84.4328,Bihār,10169.0
Bellamkonda,Bellamkonda,16.4922,80.0089,Andhra Pradesh,10169.0
Lābhgaon,Labhgaon,25.5062,86.3899,Bihār,10165.0
Katālpur,Katalpur,26.2255,84.7608,Bihār,10165.0
Roddam,Roddam,14.1,77.43,Andhra Pradesh,10164.0
Jādupatti,Jadupatti,26.1186,86.3114,Bihār,10161.0
Togamalai,Togamalai,10.7251,78.4108,Tamil Nādu,10156.0
Vūtukūru,Vutukuru,14.5778,80.1423,Andhra Pradesh,10154.0
Narot Mehra,Narot Mehra,32.2673,75.5647,Punjab,10152.0
Valaparla,Valaparla,15.9167,80.05,Andhra Pradesh,10151.0
Kilkunda,Kilkunda,11.2569,76.6697,Tamil Nādu,10150.0
Kāza,Kaza,16.3906,80.5425,Andhra Pradesh,10148.0
Tiruchchuli,Tiruchchuli,9.5348,78.2008,Tamil Nādu,10148.0
Kanteru,Kanteru,16.3906,80.5425,Andhra Pradesh,10148.0
Telnāl,Telnal,23.01,73.03,Gujarāt,10147.0
Periyanegamam,Periyanegamam,10.7432,77.103,Tamil Nādu,10141.0
Mungod,Mungod,17.0667,79.0667,Andhra Pradesh,10141.0
Villasāgar,Villasagar,18.4736,78.9645,Andhra Pradesh,10137.0
Elattūr,Elattur,11.3866,77.308,Tamil Nādu,10134.0
Dhanur Kalyānwādi,Dhanur Kalyanwadi,17.77,77.14,Karnātaka,10133.0
Siswār,Siswar,26.4292,86.4586,Bihār,10132.0
Haldipur,Haldipur,14.3333,74.4333,Karnātaka,10132.0
Rompicherla,Rompicherla,16.21,79.9087,Andhra Pradesh,10131.0
Solindābād,Solindabad,25.8463,86.5907,Bihār,10131.0
Rāparla,Raparla,16.302,80.9674,Andhra Pradesh,10131.0
Hire Megalageri,Hire Megalageri,14.544,75.9776,Karnātaka,10131.0
Potavaram,Potavaram,17.0194,81.4128,Andhra Pradesh,10130.0
Deūlgaon Māhi,Deulgaon Mahi,20.0833,76.1833,Mahārāshtra,10127.0
Bhagirathpur,Bhagirathpur,24.0884,88.4947,Bihār,10125.0
Bilga,Bilga,31.05,75.65,Punjab,10125.0
Kondalahalli,Kondalahalli,14.72,76.76,Karnātaka,10125.0
Borim,Borim,15.3604,74.0004,Goa,10124.0
Mawai,Mawai,24.8043,78.9388,Madhya Pradesh,10124.0
Manglūr,Manglur,15.5177,76.1476,Karnātaka,10123.0
Sirigeri,Sirigeri,15.63,76.9,Karnātaka,10122.0
Belagola,Belagola,12.3914,76.6097,Karnātaka,10121.0
Sūlagiri,Sulagiri,12.6645,78.0134,Tamil Nādu,10121.0
Rettanai,Rettanai,12.1953,79.5526,Tamil Nādu,10117.0
Hipparga,Hipparga,17.4568,76.3739,Karnātaka,10117.0
Nāthpur,Nathpur,26.3261,87.0916,Bihār,10116.0
Aroāli,Aroali,24.043,87.9443,West Bengal,10115.0
Vaddādi,Vaddadi,17.8474,82.8729,Andhra Pradesh,10113.0
Kalakeri,Kalakeri,16.6667,76.3,Karnātaka,10113.0
Anandnagar,Anandnagar,27.1,83.2833,Uttar Pradesh,10113.0
Masdi,Masdi,25.2441,86.7233,Bihār,10111.0
Kondakindi Agrahāram,Kondakindi Agraharam,14.679,77.7401,Andhra Pradesh,10111.0
Adigappādi,Adigappadi,12.1459,78.0946,Tamil Nādu,10111.0
Raghunāthpur,Raghunathpur,26.0019,84.2753,Bihār,10107.0
Perumuchchi,Perumuchchi,13.056,79.6755,Tamil Nādu,10104.0
Havanūr,Havanur,14.8667,75.7,Karnātaka,10101.0
Chauki Hasan Chauki Makhdum,Chauki Hasan Chauki Makhdum,26.2333,84.4964,Bihār,10100.0
Machchand,Machchand,26.3241,79.0543,Madhya Pradesh,10098.0
Shāhpur Chaumukhi,Shahpur Chaumukhi,25.7683,86.9049,Bihār,10098.0
Talugai,Talugai,11.3752,78.4822,Tamil Nādu,10096.0
Korosavāda,Korosavada,18.7256,84.0573,Andhra Pradesh,10096.0
Sahidganj,Sahidganj,25.6627,87.0976,Bihār,10094.0
Kadalādi,Kadaladi,12.404,78.966,Tamil Nādu,10093.0
Ekamba,Ekamba,25.9689,87.5741,Bihār,10090.0
Jangalapalle,Jangalapalle,14.8997,79.8936,Andhra Pradesh,10088.0
Advi Devalpalli,Advi Devalpalli,16.6631,79.5139,Andhra Pradesh,10088.0
Erutukada,Erutukada,8.2658,77.1358,Tamil Nādu,10087.0
Hardās Bigha,Hardas Bigha,25.4994,85.3551,Bihār,10086.0
Karapa,Karapa,16.9,82.1667,Andhra Pradesh,10086.0
Padugaipattu,Padugaipattu,8.3642,77.9815,Tamil Nādu,10084.0
Thikriwāla,Thikriwala,30.4328,75.5261,Punjab,10080.0
Mālīnagar,Malinagar,25.9967,85.6863,Bihār,10075.0
Ghatāwān,Ghatawan,25.0968,83.7266,Bihār,10072.0
Khaira,Khaira,24.8727,86.2089,Bihār,10071.0
Mesrā,Mesra,23.4339,85.4152,Jhārkhand,10068.0
Kasba,Kasba,25.5856,88.1122,Bihār,10067.0
Bāgalūr,Bagalur,12.8333,77.8667,Tamil Nādu,10066.0
Dudhpura,Dudhpura,25.7964,86.1189,Bihār,10059.0
Shāhpur Undi,Shahpur Undi,25.637,85.6013,Bihār,10059.0
Bāra Khurd,Bara Khurd,25.2599,85.4325,Bihār,10059.0
Chandralapādu,Chandralapadu,16.715,80.2089,Andhra Pradesh,10059.0
Mocharim,Mocharim,24.6794,84.9905,Bihār,10059.0
Rupāna,Rupana,30.407,74.5276,Punjab,10058.0
Dhāmua,Dhamua,22.2875,88.3962,West Bengal,10055.0
Dalāwarpur,Dalawarpur,26.3466,84.9581,Bihār,10054.0
Rangasamudram,Rangasamudram,14.9852,78.9765,Andhra Pradesh,10049.0
Petmanhalli,Petmanhalli,17.7688,77.5056,Andhra Pradesh,10043.0
Taiyūr,Taiyur,12.7833,80.1833,Tamil Nādu,10043.0
Gauli Palāsiya,Gauli Palasiya,22.5323,75.7275,Madhya Pradesh,10043.0
Tinkoni,Tinkoni,26.8613,84.9647,Bihār,10042.0
Lepākshi,Lepakshi,13.81,77.6,Andhra Pradesh,10042.0
Nallikodūr,Nallikodur,17.5811,79.75,Andhra Pradesh,10037.0
Vembaditālam,Vembaditalam,11.567,78.0112,Tamil Nādu,10034.0
Mahārājapuram,Maharajapuram,9.6588,77.6631,Tamil Nādu,10033.0
Baldeogarh,Baldeogarh,24.7562,79.0672,Madhya Pradesh,10033.0
Suthālia,Suthalia,23.9955,77.1395,Madhya Pradesh,10032.0
Puduparambubhāgam,Puduparambubhagam,9.6,76.74,Kerala,10032.0
Sirugamani,Sirugamani,10.8975,78.5142,Tamil Nādu,10031.0
Hājīpur,Hajipur,25.2657,87.5019,Jhārkhand,10030.0
Ganapavaram,Ganapavaram,16.4314,80.0515,Andhra Pradesh,10029.0
Bela,Bela,24.9689,84.974,Bihār,10028.0
Munagapāka,Munagapaka,17.6333,83.0,Andhra Pradesh,10028.0
Pānrepatti,Panrepatti,25.5537,83.9775,Bihār,10026.0
Lālmunia Munhāra,Lalmunia Munhara,26.5741,86.4012,Bihār,10026.0
Kīl Perambalūr,Kil Perambalur,11.36,79.098,Tamil Nādu,10024.0
Belpāra,Belpara,20.5889,82.9729,Odisha,10016.0
Dhangaraha,Dhangaraha,26.0204,84.7023,Bihār,10014.0
Pakka Kalān,Pakka Kalan,30.0323,74.8555,Punjab,10013.0
Sīlamalai,Silamalai,9.9621,77.3371,Tamil Nādu,10013.0
Dagiāpāra,Dagiapara,26.4568,91.8294,,10010.0
Tiri,Tiri,25.8871,86.6757,Bihār,10002.0
Amwa Majhār,Amwa Majhar,26.7362,84.5818,Bihār,10002.0
Kolagallu,Kolagallu,15.15,76.92,Karnātaka,10001.0
Waghāi,Waghai,20.7667,73.4833,Gujarāt,10000.0
Ghargaon,Ghargaon,18.616,74.698,Mahārāshtra,10000.0
Deh,Deh,27.3,73.9,Rājasthān,10000.0
Medarametla,Medarametla,15.7167,80.0167,Andhra Pradesh,10000.0
Lakshmipuro,Lakshmipuro,10.0774,77.5198,Andhra Pradesh,10000.0
Palānswa,Palanswa,23.4667,70.9333,Gujarāt,10000.0
Hanzviur,Hanzviur,34.141,74.5829,Jammu and Kashmīr,10000.0
Amsin,Amsin,26.5733,82.4357,Uttar Pradesh,10000.0
Muttalakanpatti,Muttalakanpatti,10.8652,78.6492,Tamil Nādu,10000.0
Karumūlaikkal,Karumulaikkal,9.3167,76.8,Kerala,10000.0
Dhalai,Dhalai,24.5958,92.8466,Assam,10000.0
Venkatāpuram,Venkatapuram,18.7652,78.3933,Andhra Pradesh,10000.0
Budwan,Budwan,25.7775,81.1681,Uttar Pradesh,10000.0
Khānpur,Khanpur,25.341,83.074,Uttar Pradesh,10000.0
Chhimluang,Chhimluang,24.5157,92.8222,Mizoram,10000.0
Siddarāmpuram,Siddarampuram,15.53,76.636,Karnātaka,10000.0
Reha Mota,Reha Mota,23.1887,69.9034,Gujarāt,10000.0
Paravākkottai,Paravakkottai,10.6005,79.4313,Tamil Nādu,10000.0
Chhatarpur,Chhatarpur,28.4565,77.0032,Delhi,10000.0
Thariāl,Tharial,32.3547,75.6067,Punjab,10000.0
Dewal Thal,Dewal Thal,29.7,80.2167,Uttarākhand,10000.0
Lakshmīpuram,Lakshmipuram,10.0777,77.5212,Tamil Nādu,10000.0
Fatehgarh,Fatehgarh,20.3,85.33,Odisha,10000.0
Isnapuram,Isnapuram,17.5443,78.3486,Andhra Pradesh,10000.0
Mevāni,Mevani,11.5,77.5333,Tamil Nādu,10000.0
Kerwāda,Kerwada,21.9,72.85,Gujarāt,10000.0
Ulipuram,Ulipuram,11.4667,78.4667,Tamil Nādu,10000.0
Dijmur,Dijmur,27.6761,94.8108,Assam,10000.0
Kochhor,Kochhor,27.6268,75.1376,Rājasthān,10000.0
Betnoti,Betnoti,21.7355,86.8499,Odisha,10000.0
Bālāgām,Balagam,21.3694,70.0981,Gujarāt,10000.0
Mangalam,Mangalam,11.9256,78.8872,Tamil Nādu,10000.0
Rāmamangalam,Ramamangalam,9.9333,76.5,Kerala,9999.0
Bishunpur,Bishunpur,25.8029,85.9886,Bihār,9999.0
Bomareddipalli,Bomareddipalli,18.7044,79.1568,Andhra Pradesh,9998.0
Rakhwāri,Rakhwari,26.3603,86.2882,Bihār,9996.0
Vilpatti,Vilpatti,10.2672,77.5014,Tamil Nādu,9994.0
Erraballa,Erraballa,14.3971,78.1744,Andhra Pradesh,9993.0
Pāikpāra,Paikpara,24.3149,87.8503,West Bengal,9993.0
Fatehābād,Fatehabad,31.3811,75.0996,Punjab,9992.0
Yādwād,Yadwad,16.24,75.18,Karnātaka,9991.0
Ketugrām,Ketugram,23.7017,88.0439,West Bengal,9990.0
Rangamāti,Rangamati,26.8076,89.4572,West Bengal,9987.0
Fateha,Fateha,25.6073,85.8669,Bihār,9985.0
Kengarai,Kengarai,11.4144,76.9277,Tamil Nādu,9985.0
Pullambādi,Pullambadi,10.9667,78.9167,Tamil Nādu,9985.0
Chada,Chada,17.4992,79.0756,Andhra Pradesh,9984.0
Dilra,Dilra,29.043,78.75,Uttar Pradesh,9984.0
Inungūr,Inungur,10.8507,78.4889,Tamil Nādu,9983.0
Simri,Simri,26.3825,86.1705,Bihār,9983.0
Gūlyam,Gulyam,15.3598,77.067,Andhra Pradesh,9981.0
Hosur,Hosur,15.8201,74.9301,Karnātaka,9981.0
Itikalapalle,Itikalapalle,14.6013,77.6582,Andhra Pradesh,9980.0
Paināl,Painal,25.59,84.9304,Bihār,9979.0
Madhuban,Madhuban,25.8948,87.1093,Bihār,9979.0
Kanyāna,Kanyana,12.9,75.03,Karnātaka,9976.0
Tansandra,Tansandra,13.0554,77.6342,Karnātaka,9975.0
Bhawānīpur,Bhawanipur,26.2385,86.0995,Bihār,9971.0
Dumri,Dumri,25.475,85.0913,Bihār,9969.0
Māmobihāt,Mamobihat,26.1466,86.1747,Bihār,9969.0
Kottaipatti,Kottaipatti,10.1533,77.7315,Tamil Nādu,9968.0
Erraguntlakota,Erraguntlakota,13.9622,79.2768,Andhra Pradesh,9966.0
Tokkavādi,Tokkavadi,11.3702,77.8412,Tamil Nādu,9964.0
Kishunpur,Kishunpur,25.7947,86.8237,Bihār,9963.0
Kambaliyampatti,Kambaliyampatti,10.3671,78.1233,Tamil Nādu,9963.0
Chākicherla,Chakicherla,15.1127,80.0366,Andhra Pradesh,9962.0
Sūndekuppam,Sundekuppam,12.4567,78.2125,Tamil Nādu,9960.0
Kapasiāwān,Kapasiawan,25.2783,85.2869,Bihār,9960.0
Padinjārebāgam,Padinjarebagam,10.3222,76.1792,Kerala,9959.0
Khāndsa,Khandsa,28.422,76.99,Haryāna,9959.0
Mahem,Mahem,15.5796,73.926,Goa,9958.0
Ettimadai,Ettimadai,10.8911,76.9087,Tamil Nādu,9956.0
Khurān Milik,Khuran Milik,25.6,86.8679,Bihār,9956.0
Saharbani,Saharbani,25.7201,86.41,Bihār,9954.0
Puttige,Puttige,13.0751,74.9597,Karnātaka,9946.0
Ennamangalam,Ennamangalam,11.6449,77.593,Tamil Nādu,9946.0
Bhado Khara,Bhado Khara,24.9567,85.513,Bihār,9944.0
Nariār,Nariar,25.8875,86.5632,Bihār,9940.0
Pachchāmpālaiyam,Pachchampalaiyam,11.5723,77.6096,Tamil Nādu,9939.0
Ammanabrolu,Ammanabrolu,15.5802,80.1488,Andhra Pradesh,9938.0
Balal,Balal,12.3857,75.282,Kerala,9936.0
Kamdoli,Kamdoli,15.2048,75.2549,Karnātaka,9935.0
Bagodar,Bagodar,24.0803,85.8306,Jhārkhand,9934.0
Telwa,Telwa,26.0877,86.517,Bihār,9931.0
Akalāpura,Akalapura,13.4852,77.4621,Karnātaka,9930.0
Telpur,Telpur,27.0548,84.3336,Bihār,9930.0
Kinālūr,Kinalur,11.4667,75.8333,Kerala,9930.0
Lālganj,Lalganj,25.7297,87.4799,Bihār,9929.0
Khāpdeh,Khapdeh,26.2706,87.1993,Bihār,9929.0
Kalimala,Kalimala,18.0738,81.7495,Chhattīsgarh,9926.0
Kadrābād,Kadrabad,25.5793,85.9475,Bihār,9926.0
Parwāha,Parwaha,26.2336,87.2197,Bihār,9925.0
Paval,Paval,12.2958,75.4056,Kerala,9923.0
Vedurupāvalūru,Vedurupavaluru,16.5519,80.7309,Andhra Pradesh,9923.0
Kargahiā Purab,Kargahia Purab,26.7887,84.5298,Bihār,9922.0
Bajwāra,Bajwara,31.515,75.9494,Punjab,9921.0
Angalakudūru Malepalle,Angalakuduru Malepalle,16.2392,80.6117,Andhra Pradesh,9920.0
